,Unnamed: 0,id,text,analysis,pos
619,619,712,банкет,"[{'text': 'банкет', 'analysis': [{'wt': 1, 'lex': 'банкет', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
620,620,713,банкротство,"[{'text': 'банкротство', 'analysis': [{'wt': 1, 'lex': 'банкротство', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
621,621,714,бант,"[{'text': 'бант', 'analysis': [{'wt': 1, 'lex': 'бант', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
622,622,715,барабан,"[{'text': 'барабан', 'analysis': [{'wt': 1, 'lex': 'барабан', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
623,623,716,баран,"[{'text': 'баран', 'analysis': [{'wt': 0.9833318591, 'lex': 'баран', 'gr': 'S,муж,од=им,ед'}]}]",S
624,624,717,баретка,"[{'text': 'баретка', 'analysis': [{'wt': 1, 'lex': 'баретка', 'gr': 'S,жен,неод=им,ед'}]}]",S
625,625,718,бархат,"[{'text': 'бархат', 'analysis': [{'wt': 1, 'lex': 'бархат', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
626,626,719,баскетбол,"[{'text': 'баскетбол', 'analysis': [{'wt': 1, 'lex': 'баскетбол', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
627,627,720,басня,"[{'text': 'басня', 'analysis': [{'wt': 1, 'lex': 'басня', 'gr': 'S,жен,неод=им,ед'}]}]",S
628,628,721,бассейн,"[{'text': 'бассейн', 'analysis': [{'wt': 1, 'lex': 'бассейн', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
629,629,722,батарейка,"[{'text': 'батарейка', 'analysis': [{'wt': 1, 'lex': 'батарейка', 'gr': 'S,жен,неод=им,ед'}]}]",S
630,630,723,батарея,"[{'text': 'батарея', 'analysis': [{'wt': 1, 'lex': 'батарея', 'gr': 'S,жен,неод=им,ед'}]}]",S
631,631,724,баттерфляй,"[{'text': 'баттерфляй', 'analysis': [{'wt': 1, 'lex': 'баттерфляй', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
632,632,725,башня,"[{'text': 'башня', 'analysis': [{'wt': 1, 'lex': 'башня', 'gr': 'S,жен,неод=им,ед'}]}]",S
633,633,727,бег,"[{'text': 'бег', 'analysis': [{'wt': 1, 'lex': 'бег', 'gr': 'S,ед,муж,неод=(вин|им)'}]}]",S
634,634,728,бегемот,"[{'text': 'бегемот', 'analysis': [{'wt': 1, 'lex': 'бегемот', 'gr': 'S,муж,од=им,ед'}]}]",S
635,635,729,бегунок,"[{'text': 'бегунок', 'analysis': [{'wt': 0.7134862542, 'lex': 'бегунок', 'gr': 'S,муж,од=им,ед'}]}]",S
636,636,731,бедность,"[{'text': 'бедность', 'analysis': [{'wt': 1, 'lex': 'бедность', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
637,637,732,бедный,"[{'text': 'бедный', 'analysis': [{'wt': 0.9179136753, 'lex': 'бедный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
638,638,733,бежать,"[{'text': 'бежать', 'analysis': [{'wt': 1, 'lex': 'бежать', 'gr': 'V,нп=(инф,несов|инф,сов)'}]}]",V
639,639,734,безразличие,"[{'text': 'безразличие', 'analysis': [{'wt': 1, 'lex': 'безразличие', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
640,640,735,безумно устать,"[{'text': 'безумно', 'analysis': [{'wt': 0.9005188346, 'lex': 'безумно', 'gr': 'ADV='}]}, {'text': ' '}, {'text': 'устать', 'analysis': [{'wt': 1, 'lex': 'уставать', 'gr': 'V,нп=инф,сов'}]}]",V
641,641,738,Бельгия,"[{'text': 'Бельгия', 'analysis': [{'wt': 1, 'lex': 'бельгия', 'gr': 'S,гео,жен,неод=им,ед'}]}]",S
642,642,739,бензин,"[{'text': 'бензин', 'analysis': [{'wt': 1, 'lex': 'бензин', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
643,643,740,берег,"[{'text': 'берег', 'analysis': [{'wt': 0.9187235236, 'lex': 'берег', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
644,644,741,береза,"[{'text': 'береза', 'analysis': [{'wt': 1, 'lex': 'береза', 'gr': 'S,жен,неод=им,ед'}]}]",S
645,645,742,беременная,"[{'text': 'беременная', 'analysis': [{'wt': 0.6506870985000001, 'lex': 'беременный', 'gr': 'A=им,ед,полн,жен'}]}]",A
646,646,744,бесплатно,"[{'text': 'бесплатно', 'analysis': [{'wt': 0.9800124168000001, 'lex': 'бесплатно', 'gr': 'ADV='}]}]",ADV
647,647,745,беспокоиться,"[{'text': 'беспокоиться', 'analysis': [{'wt': 1, 'lex': 'беспокоиться', 'gr': 'V,несов,нп=инф'}]}]",V
648,648,746,бессознательное,"[{'text': 'бессознательное', 'analysis': [{'wt': 0.6401951313, 'lex': 'бессознательное', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
649,649,749,билет,"[{'text': 'билет', 'analysis': [{'wt': 1, 'lex': 'билет', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
650,650,751,бильярд,"[{'text': 'бильярд', 'analysis': [{'wt': 1, 'lex': 'бильярд', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
651,651,752,бинокль,"[{'text': 'бинокль', 'analysis': [{'wt': 1, 'lex': 'бинокль', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
652,652,753,биполярное расстройство,"[{'text': 'биполярное', 'analysis': [{'wt': 1, 'lex': 'биполярный', 'gr': 'A=(вин,ед,полн,сред|им,ед,полн,сред)'}]}, {'text': ' '}, {'text': 'расстройство', 'analysis': [{'wt': 1, 'lex': 'расстройство', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
653,653,754,битва,"[{'text': 'битва', 'analysis': [{'wt': 1, 'lex': 'битва', 'gr': 'S,жен,неод=им,ед'}]}]",S
654,654,755,бить молотком,"[{'text': 'бить', 'analysis': [{'wt': 1, 'lex': 'бить', 'gr': 'V,несов,пе=инф'}]}, {'text': ' '}, {'text': 'молотком', 'analysis': [{'wt': 1, 'lex': 'молоток', 'gr': 'S,муж,неод=твор,ед'}]}]",V
655,655,757,благоговение,"[{'text': 'благоговение', 'analysis': [{'wt': 1, 'lex': 'благоговение', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
656,656,758,благодарение,"[{'text': 'благодарение', 'analysis': [{'wt': 1, 'lex': 'благодарение', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
657,657,759,благополучие,"[{'text': 'благополучие', 'analysis': [{'wt': 1, 'lex': 'благополучие', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
658,658,760,бланк,"[{'text': 'бланк', 'analysis': [{'wt': 1, 'lex': 'бланк', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
659,659,761,блеск,"[{'text': 'блеск', 'analysis': [{'wt': 1, 'lex': 'блеск', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
660,660,762,блестки,"[{'text': 'блестки', 'analysis': [{'wt': 0.9177055359, 'lex': 'блестка', 'gr': 'S,жен,неод=(вин,мн|род,ед|им,мн)'}]}]",S
661,661,763,блестящий,"[{'text': 'блестящий', 'analysis': [{'wt': 0.8772676587, 'lex': 'блестящий', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
662,662,764,близкий,"[{'text': 'близкий', 'analysis': [{'wt': 1, 'lex': 'близкий', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
663,663,765,близость,"[{'text': 'близость', 'analysis': [{'wt': 1, 'lex': 'близость', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
664,664,766,блин,"[{'text': 'блин', 'analysis': [{'wt': 1, 'lex': 'блин', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
665,665,767,блокада,"[{'text': 'блокада', 'analysis': [{'wt': 1, 'lex': 'блокада', 'gr': 'S,жен,неод=им,ед'}]}]",S
666,666,768,блокировка,"[{'text': 'блокировка', 'analysis': [{'wt': 1, 'lex': 'блокировка', 'gr': 'S,жен,неод=им,ед'}]}]",S
667,667,769,блузка,"[{'text': 'блузка', 'analysis': [{'wt': 1, 'lex': 'блузка', 'gr': 'S,жен,неод=им,ед'}]}]",S
668,668,770,блюдце,"[{'text': 'блюдце', 'analysis': [{'wt': 1, 'lex': 'блюдце', 'gr': 'S,сред,неод=(пр,ед|вин,ед|им,ед)'}]}]",S
669,669,772,бобовые,"[{'text': 'бобовые', 'analysis': [{'wt': 1, 'lex': 'бобовый', 'gr': 'A=(вин,мн,полн,неод|им,мн,полн)'}]}]",A
670,670,773,богатство,"[{'text': 'богатство', 'analysis': [{'wt': 1, 'lex': 'богатство', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
671,671,774,богатый,"[{'text': 'богатый', 'analysis': [{'wt': 0.8425224423000001, 'lex': 'богатый', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
672,672,775,бокс,"[{'text': 'бокс', 'analysis': [{'wt': 1, 'lex': 'бокс', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
673,673,776,болгария,"[{'text': 'болгария', 'analysis': [{'wt': 1, 'lex': 'болгария', 'gr': 'S,гео,жен,неод=им,ед'}]}]",S
674,674,778,болезнь,"[{'text': 'болезнь', 'analysis': [{'wt': 1, 'lex': 'болезнь', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
675,675,779,болтовня,"[{'text': 'болтовня', 'analysis': [{'wt': 1, 'lex': 'болтовня', 'gr': 'S,жен,неод=им,ед'}]}]",S
676,676,782,больное горло,"[{'text': 'больное', 'analysis': [{'wt': 1, 'lex': 'больной', 'gr': 'A=(вин,ед,полн,сред|им,ед,полн,сред)'}]}, {'text': ' '}, {'text': 'горло', 'analysis': [{'wt': 1, 'lex': 'горло', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
677,677,783,больной,"[{'text': 'больной', 'analysis': [{'wt': 0.41291272640000004, 'lex': 'больной', 'gr': 'S,муж,од=им,ед'}]}]",S
678,678,784,больше не,"[{'text': 'больше', 'analysis': [{'wt': 0.8140595555, 'lex': 'больше', 'gr': 'ADV='}]}, {'text': ' '}, {'text': 'не', 'analysis': [{'wt': 1, 'lex': 'не', 'gr': 'PART='}]}]",ADV
679,679,785,большинство,"[{'text': 'большинство', 'analysis': [{'wt': 1, 'lex': 'большинство', 'gr': 'S,ед,сред,неод=(вин|им)'}]}]",S
680,680,786,большой,"[{'text': 'большой', 'analysis': [{'wt': 1, 'lex': 'большой', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)'}]}]",A
681,681,787,бомбить,"[{'text': 'бомбить', 'analysis': [{'wt': 1, 'lex': 'бомбить', 'gr': 'V,несов,пе=инф'}]}]",V
682,682,788,бондаж,"[{'text': 'бондаж', 'analysis': [{'wt': 0.810908556, 'lex': 'бондаж', 'gr': 'S,муж,неод=им,ед', 'qual': 'bastard'}]}]",S
683,683,789,бормотание,"[{'text': 'бормотание', 'analysis': [{'wt': 1, 'lex': 'бормотание', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
684,684,790,бородавка,"[{'text': 'бородавка', 'analysis': [{'wt': 1, 'lex': 'бородавка', 'gr': 'S,жен,неод=им,ед'}]}]",S
685,685,791,бородатый,"[{'text': 'бородатый', 'analysis': [{'wt': 1, 'lex': 'бородатый', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
686,686,792,борьба,"[{'text': 'борьба', 'analysis': [{'wt': 1, 'lex': 'борьба', 'gr': 'S,ед,жен,неод=им'}]}]",S
687,687,793,босс шишка,"[{'text': 'босс', 'analysis': [{'wt': 1, 'lex': 'босс', 'gr': 'S,муж,од=им,ед'}]}, {'text': ' '}, {'text': 'шишка', 'analysis': [{'wt': 0.6291310191, 'lex': 'шишка', 'gr': 'S,жен,неод=им,ед'}]}]",S
688,688,794,ботинки,"[{'text': 'ботинки', 'analysis': [{'wt': 1, 'lex': 'ботинок', 'gr': 'S,муж,неод=(вин,мн|им,мн)'}]}]",S
689,689,795,боулинг,"[{'text': 'боулинг', 'analysis': [{'wt': 1, 'lex': 'боулинг', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
690,690,798,браслетка,"[{'text': 'браслетка', 'analysis': [{'wt': 1, 'lex': 'браслетка', 'gr': 'S,жен,неод=им,ед'}]}]",S
691,691,799,брасс,"[{'text': 'брасс', 'analysis': [{'wt': 1, 'lex': 'брасс', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
692,692,801,браузер,"[{'text': 'браузер', 'analysis': [{'wt': 1, 'lex': 'браузер', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
693,693,802,брекеты,"[{'text': 'брекеты', 'analysis': [{'wt': 1, 'lex': 'брекет', 'gr': 'S,муж,неод=(вин,мн|им,мн)'}]}]",S
694,694,803,бриллиант,"[{'text': 'бриллиант', 'analysis': [{'wt': 1, 'lex': 'бриллиант', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
695,695,804,бритва,"[{'text': 'бритва', 'analysis': [{'wt': 1, 'lex': 'бритва', 'gr': 'S,жен,неод=им,ед'}]}]",S
696,696,805,брить,"[{'text': 'брить', 'analysis': [{'wt': 1, 'lex': 'брить', 'gr': 'V,несов,пе=инф'}]}]",V
697,697,806,бровь,"[{'text': 'бровь', 'analysis': [{'wt': 1, 'lex': 'бровь', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
698,698,808,бронхит,"[{'text': 'бронхит', 'analysis': [{'wt': 1, 'lex': 'бронхит', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
699,699,809,брошь,"[{'text': 'брошь', 'analysis': [{'wt': 1, 'lex': 'брошь', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
700,700,811,буду,"[{'text': 'буду', 'analysis': [{'wt': 0.8530946970000001, 'lex': 'быть', 'gr': 'V,нп=непрош,ед,изъяв,1-л'}]}]",V
701,701,812,булавка,"[{'text': 'булавка', 'analysis': [{'wt': 1, 'lex': 'булавка', 'gr': 'S,жен,неод=им,ед'}]}]",S
702,702,813,бульвар,"[{'text': 'бульвар', 'analysis': [{'wt': 1, 'lex': 'бульвар', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
703,703,814,бульон,"[{'text': 'бульон', 'analysis': [{'wt': 1, 'lex': 'бульон', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
704,704,815,буржуа,"[{'text': 'буржуа', 'analysis': [{'wt': 1, 'lex': 'буржуа', 'gr': 'S,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед)'}]}]",S
705,705,816,"бурление, кипение","[{'text': 'бурление', 'analysis': [{'wt': 1, 'lex': 'бурление', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}, {'text': ', '}, {'text': 'кипение', 'analysis': [{'wt': 1, 'lex': 'кипение', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
706,706,817,буря,"[{'text': 'буря', 'analysis': [{'wt': 0.9920035005000001, 'lex': 'буря', 'gr': 'S,жен,неод=им,ед'}]}]",S
707,707,818,бусы,"[{'text': 'бусы', 'analysis': [{'wt': 1, 'lex': 'бусы', 'gr': 'S,мн,неод=(вин|им)'}]}]",S
708,708,819,бутсы футбольные,"[{'text': 'бутсы', 'analysis': [{'wt': 0.7678464651, 'lex': 'бутса', 'gr': 'S,жен,неод=(вин,мн|род,ед|им,мн)'}]}, {'text': ' '}, {'text': 'футбольные', 'analysis': [{'wt': 1, 'lex': 'футбольный', 'gr': 'A=(вин,мн,полн,неод|им,мн,полн)'}]}]",S
709,709,820,бутылка,"[{'text': 'бутылка', 'analysis': [{'wt': 1, 'lex': 'бутылка', 'gr': 'S,жен,неод=им,ед'}]}]",S
710,710,821,бухгалтерия,"[{'text': 'бухгалтерия', 'analysis': [{'wt': 1, 'lex': 'бухгалтерия', 'gr': 'S,жен,неод=им,ед'}]}]",S
711,711,823,бык,"[{'text': 'бык', 'analysis': [{'wt': 0.9364681840000001, 'lex': 'бык', 'gr': 'S,муж,од=им,ед'}]}]",S
712,712,824,быть вовлеченным,"[{'text': 'быть', 'analysis': [{'wt': 1, 'lex': 'быть', 'gr': 'V,нп=инф,несов'}]}, {'text': ' '}, {'text': 'вовлеченным', 'analysis': [{'wt': 1, 'lex': 'вовлекать', 'gr': 'V=(прош,дат,мн,прич,полн,сов,страд|прош,твор,ед,прич,полн,муж,сов,страд|прош,твор,ед,прич,полн,сред,сов,страд)'}]}]",V
713,713,825,быть должным,"[{'text': 'быть', 'analysis': [{'wt': 1, 'lex': 'быть', 'gr': 'V,нп=инф,несов'}]}, {'text': ' '}, {'text': 'должным', 'analysis': [{'wt': 0.4763926268, 'lex': 'должный', 'gr': 'A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)'}]}]",V
714,714,827,быть потрясенным,"[{'text': 'быть', 'analysis': [{'wt': 1, 'lex': 'быть', 'gr': 'V,нп=инф,несов'}]}, {'text': ' '}, {'text': 'потрясенным', 'analysis': [{'wt': 0.9852424264, 'lex': 'потрясать', 'gr': 'V=(прош,дат,мн,прич,полн,сов,страд|прош,твор,ед,прич,полн,муж,сов,страд|прош,твор,ед,прич,полн,сред,сов,страд)'}]}]",V
715,715,828,быть склонным,"[{'text': 'быть', 'analysis': [{'wt': 1, 'lex': 'быть', 'gr': 'V,нп=инф,несов'}]}, {'text': ' '}, {'text': 'склонным', 'analysis': [{'wt': 1, 'lex': 'склонный', 'gr': 'A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)'}]}]",V
716,716,829,быть способным,"[{'text': 'быть', 'analysis': [{'wt': 1, 'lex': 'быть', 'gr': 'V,нп=инф,несов'}]}, {'text': ' '}, {'text': 'способным', 'analysis': [{'wt': 1, 'lex': 'способный', 'gr': 'A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)'}]}]",V
717,717,830,бюстгальтер,"[{'text': 'бюстгальтер', 'analysis': [{'wt': 1, 'lex': 'бюстгальтер', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
718,718,831,в общем,"[{'text': 'в', 'analysis': [{'wt': 0.9999917746, 'lex': 'в', 'gr': 'PR='}]}, {'text': ' '}, {'text': 'общем', 'analysis': [{'wt': 1, 'lex': 'общий', 'gr': 'A=(пр,ед,полн,муж|пр,ед,полн,сред)'}]}]",
719,719,832,в основном,"[{'text': 'в', 'analysis': [{'wt': 0.9999917746, 'lex': 'в', 'gr': 'PR='}]}, {'text': ' '}, {'text': 'основном', 'analysis': [{'wt': 0.3253153563, 'lex': 'основной', 'gr': 'A=(пр,ед,полн,муж|пр,ед,полн,сред)'}]}]",
720,720,833,в спешке,"[{'text': 'в', 'analysis': [{'wt': 0.9999917746, 'lex': 'в', 'gr': 'PR='}]}, {'text': ' '}, {'text': 'спешке', 'analysis': [{'wt': 1, 'lex': 'спешка', 'gr': 'S,жен,неод=(пр,ед|дат,ед)'}]}]",
721,721,835,вагина,"[{'text': 'вагина', 'analysis': [{'wt': 0.5408066511, 'lex': 'вагин', 'gr': 'S,фам,муж,од=(вин,ед|род,ед)'}]}]",S
722,722,836,важность,"[{'text': 'важность', 'analysis': [{'wt': 1, 'lex': 'важность', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
723,723,837,ваза,"[{'text': 'ваза', 'analysis': [{'wt': 0.7778367996000001, 'lex': 'ваза', 'gr': 'S,жен,неод=им,ед'}]}]",S
724,724,838,вазэктоми́я,"[{'text': 'вазэктоми́я', 'analysis': [{'wt': 1, 'lex': 'вазэктомия', 'gr': 'S,жен,неод=им,ед', 'qual': 'bastard'}]}]",S
725,725,839,"вакцинация, прививка","[{'text': 'вакцинация', 'analysis': [{'wt': 1, 'lex': 'вакцинация', 'gr': 'S,жен,неод=им,ед'}]}, {'text': ', '}, {'text': 'прививка', 'analysis': [{'wt': 0.8953997493, 'lex': 'прививка', 'gr': 'S,жен,неод=им,ед'}]}]",S
726,726,841,вампир,"[{'text': 'вампир', 'analysis': [{'wt': 1, 'lex': 'вампир', 'gr': 'S,муж,од=им,ед'}]}]",S
727,727,842,ванна,"[{'text': 'ванна', 'analysis': [{'wt': 0.9942227006000001, 'lex': 'ванна', 'gr': 'S,жен,неод=им,ед'}]}]",S
728,728,844,ваять,"[{'text': 'ваять', 'analysis': [{'wt': 1, 'lex': 'ваять', 'gr': 'V,несов,пе=инф'}]}]",V
729,729,845,вдохновление,"[{'text': 'вдохновление', 'analysis': [{'wt': 1, 'lex': 'вдохновление', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
730,730,847,вебкамера,"[{'text': 'вебкамера', 'analysis': [{'wt': 1, 'lex': 'вебкамера', 'gr': 'S,жен,неод=им,ед', 'qual': 'bastard'}]}]",S
731,731,848,ведро,"[{'text': 'ведро', 'analysis': [{'wt': 1, 'lex': 'ведро', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
732,732,849,ведьма,"[{'text': 'ведьма', 'analysis': [{'wt': 1, 'lex': 'ведьма', 'gr': 'S,жен,од=им,ед'}]}]",S
733,733,850,веер,"[{'text': 'веер', 'analysis': [{'wt': 1, 'lex': 'веер', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
734,734,852,веко,"[{'text': 'веко', 'analysis': [{'wt': 1, 'lex': 'веко', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
735,735,853,величие,"[{'text': 'величие', 'analysis': [{'wt': 1, 'lex': 'величие', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
736,736,854,велосипед,"[{'text': 'велосипед', 'analysis': [{'wt': 1, 'lex': 'велосипед', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
737,737,855,венгрия,"[{'text': 'венгрия', 'analysis': [{'wt': 1, 'lex': 'венгрия', 'gr': 'S,гео,жен,неод=им,ед'}]}]",S
738,738,857,вентиляция,"[{'text': 'вентиляция', 'analysis': [{'wt': 1, 'lex': 'вентиляция', 'gr': 'S,жен,неод=им,ед'}]}]",S
739,739,858,верблюд,"[{'text': 'верблюд', 'analysis': [{'wt': 1, 'lex': 'верблюд', 'gr': 'S,муж,од=им,ед'}]}]",S
740,740,859,вердикт,"[{'text': 'вердикт', 'analysis': [{'wt': 1, 'lex': 'вердикт', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
741,741,860,вереск,"[{'text': 'вереск', 'analysis': [{'wt': 1, 'lex': 'вереск', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
742,742,861,верить,"[{'text': 'верить', 'analysis': [{'wt': 1, 'lex': 'верить', 'gr': 'V,несов,нп=инф'}]}]",V
743,743,863,вернуться обратно,"[{'text': 'вернуться', 'analysis': [{'wt': 1, 'lex': 'вернуться', 'gr': 'V,сов,нп=инф'}]}, {'text': ' '}, {'text': 'обратно', 'analysis': [{'wt': 0.9854449034, 'lex': 'обратно', 'gr': 'ADV='}]}]",V
744,744,864,верование,"[{'text': 'верование', 'analysis': [{'wt': 1, 'lex': 'верование', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
745,745,865,вероятно,"[{'text': 'вероятно', 'analysis': [{'wt': 0.9543372393, 'lex': 'вероятно', 'gr': 'ADV,вводн='}]}]",ADV
746,746,866,вероятный,"[{'text': 'вероятный', 'analysis': [{'wt': 1, 'lex': 'вероятный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
747,747,867,верстка,"[{'text': 'верстка', 'analysis': [{'wt': 1, 'lex': 'верстка', 'gr': 'S,жен,неод=им,ед'}]}]",S
748,748,868,вертолет,"[{'text': 'вертолет', 'analysis': [{'wt': 1, 'lex': 'вертолет', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
749,749,869,весло,"[{'text': 'весло', 'analysis': [{'wt': 1, 'lex': 'весло', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
750,750,870,веснушка,"[{'text': 'веснушка', 'analysis': [{'wt': 1, 'lex': 'веснушка', 'gr': 'S,жен,неод=им,ед'}]}]",S
751,751,871,вести переговоры,"[{'text': 'вести', 'analysis': [{'wt': 0.8613233566, 'lex': 'вести', 'gr': 'V,несов,пе=инф'}]}, {'text': ' '}, {'text': 'переговоры', 'analysis': [{'wt': 1, 'lex': 'переговоры', 'gr': 'S,мн,неод=(вин|им)'}]}]",V
752,752,872,вести себя,"[{'text': 'вести', 'analysis': [{'wt': 0.8613233566, 'lex': 'вести', 'gr': 'V,несов,пе=инф'}]}, {'text': ' '}, {'text': 'себя', 'analysis': [{'wt': 1, 'lex': 'себя', 'gr': 'SPRO=(вин|род)'}]}]",V
753,753,873,Весы,"[{'text': 'Весы', 'analysis': [{'wt': 0.9431679249, 'lex': 'весы', 'gr': 'S,мн,неод=(вин|им)'}]}]",S
754,754,875,весы балансировочные,"[{'text': 'весы', 'analysis': [{'wt': 0.9431679249, 'lex': 'весы', 'gr': 'S,мн,неод=(вин|им)'}]}, {'text': ' '}, {'text': 'балансировочные', 'analysis': [{'wt': 1, 'lex': 'балансировочный', 'gr': 'A=(вин,мн,полн,неод|им,мн,полн)'}]}]",S
755,755,876,ветвь,"[{'text': 'ветвь', 'analysis': [{'wt': 1, 'lex': 'ветвь', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
756,756,877,ветер,"[{'text': 'ветер', 'analysis': [{'wt': 1, 'lex': 'ветер', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
757,757,878,ветка,"[{'text': 'ветка', 'analysis': [{'wt': 1, 'lex': 'ветка', 'gr': 'S,жен,неод=им,ед'}]}]",S
758,758,880,взаимный,"[{'text': 'взаимный', 'analysis': [{'wt': 1, 'lex': 'взаимный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
759,759,881,взбивалка,"[{'text': 'взбивалка', 'analysis': [{'wt': 1, 'lex': 'взбивалка', 'gr': 'S,жен,неод=им,ед', 'qual': 'bastard'}]}]",S
760,760,882,вздрагивать резко,"[{'text': 'вздрагивать', 'analysis': [{'wt': 1, 'lex': 'вздрагивать', 'gr': 'V,нп=инф,несов'}]}, {'text': ' '}, {'text': 'резко', 'analysis': [{'wt': 0.9836180210000001, 'lex': 'резко', 'gr': 'ADV='}]}]",V
761,761,883,вздыхать,"[{'text': 'вздыхать', 'analysis': [{'wt': 1, 'lex': 'вздыхать', 'gr': 'V,нп=инф,несов'}]}]",V
762,762,884,взлетать,"[{'text': 'взлетать', 'analysis': [{'wt': 1, 'lex': 'взлетать', 'gr': 'V,нп=инф,несов'}]}]",V
763,763,885,взрослый,"[{'text': 'взрослый', 'analysis': [{'wt': 0.4880420864, 'lex': 'взрослый', 'gr': 'S,муж,од=им,ед'}]}]",S
764,764,886,взрывать,"[{'text': 'взрывать', 'analysis': [{'wt': 1, 'lex': 'взрывать', 'gr': 'V,пе=инф,несов'}]}]",V
765,765,887,вибрафон,"[{'text': 'вибрафон', 'analysis': [{'wt': 1, 'lex': 'вибрафон', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
